Date,Open,High,Low,Close,Volume,Ticker
2014-01-01,31.44131515179919,31.7350155758651,27.731426075873724,27.886005401611328,540681600.0,GM
2014-02-01,28.032854458601236,28.697543502991177,26.556627630294336,27.97875213623047,580146400.0,GM
2014-03-01,27.592308593575847,29.408607801045182,25.946044013181407,26.603002548217773,510773700.0,GM
2014-04-01,26.90157989650089,27.837287618242275,24.71826386212623,26.885984420776367,494224900.0,GM
2014-05-01,27.034131998921197,27.626748069167203,25.700750302666133,26.963956832885742,264085600.0,GM
2014-06-01,26.932770419558224,28.99132558992625,26.737831437901665,28.305139541625977,325847200.0,GM
2014-07-01,28.501889654071697,29.995783001193583,26.55982890268127,26.591279983520508,305487500.0,GM
2014-08-01,26.56769417350312,27.519066909681886,25.789296389776688,27.361814498901367,203297500.0,GM
2014-09-01,27.42472158015332,27.629147651283045,24.90082878265027,25.11311912536621,262448500.0,GM
2014-10-01,25.356683956175566,27.157113539790853,22.858293386746276,24.90459442138672,447956300.0,GM
2014-11-01,24.86493655386742,26.60191338543598,24.238355296991415,26.514667510986328,188657500.0,GM
2014-12-01,26.419492037473994,28.11681099586797,24.032139164691337,27.688514709472656,296877400.0,GM
2015-01-01,28.223597462812613,29.167851876961517,25.89497077598968,26.103025436401367,322806300.0,GM
2015-02-01,26.143033515872002,30.552221718916517,25.95898435522543,29.856035232543945,325790900.0,GM
2015-03-01,29.856035896088382,31.200397932286915,29.391909526472055,30.008075714111328,290617700.0,GM
2015-04-01,30.06888718281431,30.214108776662595,28.18100954042816,28.285892486572266,397267700.0,GM
2015-05-01,28.3746309405525,29.51220090416165,27.84215288919805,29.020061492919922,248022900.0,GM
2015-06-01,29.092673122976088,29.47992961908379,26.67231771407215,26.89015007019043,301985800.0,GM
2015-07-01,27.396891360075784,27.396891360075784,24.364565639987475,25.685094833374023,421909400.0,GM
2015-08-01,25.913328758606877,26.288292808978323,20.06876871376929,23.99774742126465,388128600.0,GM
2015-09-01,23.785807385701347,25.929626878789378,23.133693851422795,24.47052574157715,356603300.0,GM
