Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Ticker
2014-05-01,3.490000009536743,3.6700000762939453,2.9100000858306885,3.009999990463257,27720500.0,0.0,0,NG
2014-06-01,2.9800000190734863,4.400000095367432,2.9600000381469727,4.210000038146973,34852300.0,0.0,0,NG
2014-07-01,4.21999979019165,4.400000095367432,3.75,3.759999990463257,29351700.0,0.0,0,NG
2014-08-01,3.799999952316284,3.950000047683716,3.440000057220459,3.950000047683716,20780700.0,0.0,0,NG
2014-09-01,3.819999933242798,3.9800000190734863,3.0199999809265137,3.0299999713897705,20666500.0,0.0,0,NG
2014-10-01,3.049999952316284,3.200000047683716,2.3299999237060547,2.4700000286102295,40822900.0,0.0,0,NG
2014-11-01,2.430000066757202,3.119999885559082,2.3499999046325684,2.759999990463257,33122400.0,0.0,0,NG
2014-12-01,2.8299999237060547,3.1600000858306885,2.559999942779541,2.950000047683716,90285500.0,0.0,0,NG
2015-01-01,2.859999895095825,3.950000047683716,2.8499999046325684,3.7300000190734863,57254600.0,0.0,0,NG
2015-02-01,3.690000057220459,4.139999866485596,3.5799999237060547,3.7200000286102295,33883200.0,0.0,0,NG
2015-03-01,3.7100000381469727,3.75,2.7200000286102295,2.9600000381469727,46097500.0,0.0,0,NG
2015-04-01,2.990000009536743,4.019999980926514,2.9000000953674316,3.8399999141693115,28955200.0,0.0,0,NG
2015-05-01,3.799999952316284,4.25,3.7200000286102295,4.090000152587891,20841500.0,0.0,0,NG
2015-06-01,4.119999885559082,4.179999828338623,3.369999885559082,3.4200000762939453,28940200.0,0.0,0,NG
2015-07-01,3.4000000953674316,3.4800000190734863,2.6500000953674316,3.049999952316284,31035600.0,0.0,0,NG
2015-08-01,3.009999990463257,3.880000114440918,2.9100000858306885,3.7300000190734863,32585500.0,0.0,0,NG
2015-09-01,3.740000009536743,3.859999895095825,3.390000104904175,3.609999895095825,25982600.0,0.0,0,NG
2015-10-01,3.640000104904175,4.050000190734863,3.450000047683716,3.619999885559082,30277100.0,0.0,0,NG
2015-11-01,3.5999999046325684,3.759999990463257,3.049999952316284,3.740000009536743,25028900.0,0.0,0,NG
2015-12-01,3.7699999809265137,4.599999904632568,3.700000047683716,4.210000038146973,37463200.0,0.0,0,NG
2016-01-01,4.349999904632568,4.440000057220459,3.5,4.210000038146973,41507200.0,0.0,0,NG
2016-02-01,4.25,5.050000190734863,4.03000020980835,4.960000038146973,44915200.0,0.0,0,NG
2016-03-01,4.96999979019165,5.570000171661377,4.699999809265137,5.039999961853027,49201300.0,0.0,0,NG
2016-04-01,4.900000095367432,6.510000228881836,4.849999904632568,6.489999771118164,61226400.0,0.0,0,NG
2016-05-01,6.570000171661377,6.570000171661377,5.010000228881836,5.380000114440918,47537900.0,0.0,0,NG
2016-06-01,5.420000076293945,6.789999961853027,5.21999979019165,6.119999885559082,75147600.0,0.0,0,NG
2016-07-01,6.289999961853027,7.289999961853027,6.059999942779541,6.960000038146973,53928300.0,0.0,0,NG
2016-08-01,7.0,7.269999980926514,5.119999885559082,5.150000095367432,48753700.0,0.0,0,NG
2016-09-01,5.099999904632568,6.050000190734863,5.050000190734863,5.599999904632568,46583400.0,0.0,0,NG
2016-10-01,5.650000095367432,5.650000095367432,4.0,5.0,52954400.0,0.0,0,NG
2016-11-01,5.119999885559082,5.539999961853027,4.010000228881836,4.579999923706055,53656700.0,0.0,0,NG
2016-12-01,4.519999980926514,4.900000095367432,3.7899999618530273,4.559999942779541,48161200.0,0.0,0,NG
2017-01-01,4.5,5.449999809265137,4.400000095367432,5.320000171661377,42652700.0,0.0,0,NG
2017-02-01,5.25,6.210000038146973,5.159999847412109,5.289999961853027,44284800.0,0.0,0,NG
2017-03-01,5.179999828338623,5.639999866485596,4.690000057220459,4.869999885559082,60567700.0,0.0,0,NG
2017-04-01,4.809999942779541,5.079999923706055,3.890000104904175,4.179999828338623,55318300.0,0.0,0,NG
2017-05-01,4.139999866485596,4.539999961853027,3.7799999713897705,3.930000066757202,56881900.0,0.0,0,NG
2017-06-01,3.869999885559082,4.889999866485596,3.8499999046325684,4.559999942779541,78199500.0,0.0,0,NG
2017-07-01,4.449999809265137,4.699999809265137,4.28000020980835,4.46999979019165,40311000.0,0.0,0,NG
2017-08-01,4.449999809265137,4.570000171661377,3.9100000858306885,4.360000133514404,39193800.0,0.0,0,NG
2017-09-01,4.389999866485596,4.639999866485596,4.019999980926514,4.119999885559082,32123400.0,0.0,0,NG
2017-10-01,4.110000133514404,4.309999942779541,4.03000020980835,4.070000171661377,35737300.0,0.0,0,NG
2017-11-01,4.059999942779541,4.230000019073486,3.7699999809265137,3.8499999046325684,25485800.0,0.0,0,NG
2017-12-01,3.8499999046325684,4.110000133514404,3.3499999046325684,3.930000066757202,32625700.0,0.0,0,NG
2018-01-01,3.9700000286102295,4.420000076293945,3.5999999046325684,3.7200000286102295,38640000.0,0.0,0,NG
2018-02-01,3.6600000858306885,4.21999979019165,3.5899999141693115,3.9600000381469727,33728500.0,0.0,0,NG
2018-03-01,3.930000066757202,4.71999979019165,3.859999895095825,4.329999923706055,33364700.0,0.0,0,NG
2018-04-01,4.389999866485596,4.940000057220459,4.320000171661377,4.78000020980835,25137800.0,0.0,0,NG
2018-05-01,4.760000228881836,5.050000190734863,4.539999961853027,4.840000152587891,25031800.0,0.0,0,NG
2018-06-01,4.820000171661377,4.849999904632568,4.150000095367432,4.449999809265137,29067400.0,0.0,0,NG
2018-07-01,4.409999847412109,4.679999828338623,4.269999980926514,4.309999942779541,34699300.0,0.0,0,NG
2018-08-01,4.300000190734863,4.420000076293945,3.430000066757202,3.6700000762939453,28301900.0,0.0,0,NG
2018-09-01,3.630000114440918,3.9200000762939453,3.4100000858306885,3.7100000381469727,19958600.0,0.0,0,NG
2018-10-01,3.6600000858306885,4.329999923706055,3.640000104904175,4.03000020980835,27899500.0,0.0,0,NG
2018-11-01,4.090000152587891,4.25,3.619999885559082,3.6700000762939453,24213000.0,0.0,0,NG
2018-12-01,3.75,4.079999923706055,3.690000057220459,3.950000047683716,32781500.0,0.0,0,NG
2019-01-01,3.930000066757202,4.150000095367432,3.4200000762939453,3.890000104904175,23172300.0,0.0,0,NG
2019-02-01,3.9000000953674316,4.0,3.5199999809265137,3.9700000286102295,23441400.0,0.0,0,NG
2019-03-01,3.9600000381469727,4.5,3.8399999141693115,4.170000076293945,31445300.0,0.0,0,NG
2019-04-01,4.159999847412109,4.539999961853027,3.950000047683716,4.0,26315000.0,0.0,0,NG
2019-05-01,4.0,4.070000171661377,3.690000057220459,4.050000190734863,23215200.0,0.0,0,NG
2019-06-01,4.090000152587891,5.920000076293945,4.0,5.909999847412109,86713000.0,0.0,0,NG
2019-07-01,5.710000038146973,6.579999923706055,5.400000095367432,6.170000076293945,56975400.0,0.0,0,NG
2019-08-01,6.010000228881836,7.949999809265137,5.960000038146973,7.440000057220459,63956400.0,0.0,0,NG
2019-09-01,7.599999904632568,7.619999885559082,5.989999771118164,6.070000171661377,57940400.0,0.0,0,NG
2019-10-01,6.039999961853027,7.289999961853027,6.010000228881836,7.28000020980835,48087800.0,0.0,0,NG
2019-11-01,7.179999828338623,7.260000228881836,6.139999866485596,6.960000038146973,31199800.0,0.0,0,NG
2019-12-01,6.949999809265137,9.210000038146973,6.619999885559082,8.960000038146973,44345800.0,0.0,0,NG
2020-01-01,9.0,9.479999542236328,8.170000076293945,9.119999885559082,48964300.0,0.0,0,NG
2020-02-01,9.069999694824219,9.800000190734863,7.599999904632568,7.980000019073486,46295300.0,0.0,0,NG
2020-03-01,8.220000267028809,9.270000457763672,4.650000095367432,7.380000114440918,88094600.0,0.0,0,NG
2020-04-01,7.449999809265137,12.850000381469727,7.269999980926514,11.1899995803833,74263800.0,0.0,0,NG
2020-05-01,10.90999984741211,12.149999618530273,9.34000015258789,9.5600004196167,72273800.0,0.0,0,NG
2020-06-01,9.5600004196167,9.800000190734863,7.889999866485596,9.180000305175781,85109000.0,0.0,0,NG
2020-07-01,9.3100004196167,10.010000228881836,7.960000038146973,9.119999885559082,50892400.0,0.0,0,NG
2020-08-01,9.140000343322754,10.75,8.149999618530273,10.59000015258789,37572400.0,0.0,0,NG
2020-09-01,10.770000457763672,12.100000381469727,9.949999809265137,11.890000343322754,49608900.0,0.0,0,NG
2020-10-01,11.699999809265137,11.920000076293945,10.020000457763672,10.359999656677246,30669000.0,0.0,0,NG
2020-11-01,10.489999771118164,11.5,9.720000267028809,9.960000038146973,27785700.0,0.0,0,NG
2020-12-01,10.229999542236328,11.029999732971191,9.65999984741211,9.670000076293945,27106600.0,0.0,0,NG
2021-01-01,9.989999771118164,10.4399995803833,8.520000457763672,9.119999885559082,26028700.0,0.0,0,NG
2021-02-01,9.479999542236328,9.850000381469727,8.3100004196167,8.350000381469727,23864500.0,0.0,0,NG
2021-03-01,8.359999656677246,9.670000076293945,8.010000228881836,8.760000228881836,31688700.0,0.0,0,NG
2021-04-01,8.859999656677246,9.9399995803833,8.8100004196167,8.989999771118164,16787600.0,0.0,0,NG
2021-05-01,9.079999923706055,10.390000343322754,9.0600004196167,10.260000228881836,15419300.0,0.0,0,NG
2021-06-01,10.390000343322754,10.449999809265137,7.849999904632568,8.010000228881836,26262000.0,0.0,0,NG
2013-12-01,25.03959487433648,28.56445019765041,24.177132042995023,27.655113220214844,128141200.0,0.0,0,X
2014-01-01,28.095721677461313,29.201926579466946,22.930308383493344,24.477121353149414,171994200.0,0.0,0,X
2014-02-01,24.514615438021767,25.602070527211172,21.861599727454653,22.70531463623047,142143500.0,0.0,0,X
2014-03-01,22.44919441037041,26.43181284890623,22.298907057336347,25.93398666381836,124179700.0,0.0,0,X
2014-04-01,26.084275570802394,27.05175023964989,23.811176981285932,24.440505981445312,109107400.0,0.0,0,X
2014-05-01,24.431108113795172,24.910149660132294,21.538074262800148,21.64139747619629,104778700.0,0.0,0,X
2014-06-01,21.760061555474547,24.800069613949496,21.14829370509127,24.508304595947266,104900500.0,0.0,0,X
2014-07-01,24.77183848675015,31.8589173518327,24.160072310709975,31.520095825195312,212437400.0,0.0,0,X
2014-08-01,31.529498120089624,37.25186845747411,31.218907310780224,36.37657165527344,147511800.0,0.0,0,X
2014-09-01,36.39974146761413,43.87384734357751,35.664584691418035,36.918121337890625,164811600.0,0.0,0,X
2014-10-01,36.7013536224549,39.82106433576347,28.812542593890292,37.73811721801758,229536100.0,0.0,0,X
2014-11-01,37.5119106650998,37.54018842005466,30.8766370347532,31.43271827697754,128145400.0,0.0,0,X
2014-12-01,30.71182548844692,31.051600399626338,24.539257536363202,25.237682342529297,148170600.0,0.0,0,X
2015-01-01,25.662400505801113,25.945545059742525,18.999047094462927,23.06690216064453,228050600.0,0.0,0,X
2015-02-01,23.06690543081006,25.10555154873415,21.6228636805349,22.604434967041016,165199700.0,0.0,0,X
2015-03-01,22.6532781250923,24.355820172822988,20.12783961170826,23.07891273498535,190353600.0,0.0,0,X
2015-04-01,22.937030994335284,26.18132061538256,22.189803139283576,22.719484329223633,177289100.0,0.0,0,X
2015-05-01,22.984326664760484,25.623268823230212,21.934426517094227,23.07891273498535,145662300.0,0.0,0,X
2015-06-01,23.098019235106005,25.54335718390064,19.202538320662832,19.54374885559082,147217300.0,0.0,0,X
2015-07-01,19.685929943082975,19.913403153312114,14.861597530674562,18.453781127929688,259765200.0,0.0,0,X
2015-08-01,18.264218832520235,20.368347130597954,13.449364370153633,15.52505874633789,239104300.0,0.0,0,X
2015-09-01,15.040393675105701,15.809990068227265,9.520199130501485,9.900246620178223,247886900.0,0.0,0,X
2015-10-01,9.814737600944792,12.427567088063983,9.178157253412818,11.097399711608887,207451300.0,0.0,0,X
2015-11-01,11.116398922868786,12.807611524311596,7.125896861595971,7.667464733123779,234825400.0,0.0,0,X
2015-12-01,7.694570248361847,9.145654907517104,6.491696827848508,7.618196964263916,235783100.0,0.0,0,X
2016-01-01,7.494091658147681,7.875956296920776,5.871167512384545,6.682629585266113,199837000.0,0.0,0,X
2016-02-01,6.405776361305834,8.821068819046644,6.367589951673262,8.706509590148926,199412900.0,0.0,0,X
2016-03-01,8.983895400201018,16.372789261893455,8.186394630946728,15.421551704406738,533262700.0,0.0,0,X
2016-04-01,15.162123737253093,19.745350855852102,14.921912647363579,18.361736297607422,339645700.0,0.0,0,X
2016-05-01,18.448212969425732,19.630051125977868,12.269983265793437,13.90341854095459,375459100.0,0.0,0,X
2016-06-01,13.74763861743693,18.025108457930347,13.217771510275726,16.242830276489258,335072000.0,0.0,0,X
2016-07-01,16.088688013578967,26.62822194969136,16.088688013578967,26.483713150024414,300768200.0,0.0,0,X
2016-08-01,26.291036991242688,26.34884014718353,18.169620999150887,18.728389739990234,338719500.0,0.0,0,X
2016-09-01,18.850672493427627,19.574584622101447,15.173198474743797,18.203977584838867,375998100.0,0.0,0,X
2016-10-01,18.281192243465846,20.201971934831057,15.607543381006312,18.667278289794922,370801200.0,0.0,0,X
2016-11-01,19.169195277515094,32.60500368449387,16.456936294671713,31.2150936126709,470946800.0,0.0,0,X
2016-12-01,31.600552554758945,37.870349463697956,30.478181571509744,31.939197540283203,325375600.0,0.0,0,X
2017-01-01,32.645520256093086,36.206142484779555,30.294344129686866,31.648929595947266,363050100.0,0.0,0,X
2017-02-01,32.73259992326346,40.47309017489948,29.713806067638977,37.46397399902344,372952200.0,0.0,0,X
2017-03-01,39.011719241998904,39.51559685525596,29.777202295790456,32.7617073059082,345077700.0,0.0,0,X
2017-04-01,33.19774616568229,33.84697432893908,21.172527785215355,21.627954483032227,531759700.0,0.0,0,X
2017-05-01,21.70547986825959,21.812069871569545,17.974850082728107,20.20353889465332,429545900.0,0.0,0,X
2017-06-01,20.444904988239827,22.630227453361364,19.182274971622377,21.503572463989258,456010800.0,0.0,0,X
2017-07-01,21.53271040191877,26.65122160103889,20.07582878298657,22.81476593017578,371960300.0,0.0,0,X
2017-08-01,22.843904951309177,26.340421317737455,21.736673626219044,25.845081329345703,257745600.0,0.0,0,X
2017-09-01,26.211532271139816,27.593648030627804,22.542112013395066,24.975414276123047,242673200.0,0.0,0,X
2017-10-01,24.819679694992956,28.167903671695495,23.797693626607476,24.644481658935547,253778900.0,0.0,0,X
2017-11-01,27.10698454511335,28.693496626055598,24.78074657983108,28.1484375,213066000.0,0.0,0,X
2017-12-01,28.32690520907129,35.03565368456796,28.0636272901364,34.31407165527344,201631400.0,0.0,0,X
2018-01-01,34.684620423517494,40.68154115332571,34.50910053836979,36.47882080078125,235259500.0,0.0,0,X
2018-02-01,36.24477981191775,45.65457797495262,30.140602465562406,42.42696762084961,278313100.0,0.0,0,X
2018-03-01,44.31314259212715,46.520009615548936,32.08748035149333,34.362701416015625,344434900.0,0.0,0,X
2018-04-01,33.92328572670249,37.448413730578444,31.120756832020888,33.0346794128418,261477200.0,0.0,0,X
2018-05-01,32.360905447907804,38.3077347401618,30.63251809764109,36.00321578979492,201120800.0,0.0,0,X
2018-06-01,36.55405092472713,37.77643086989209,33.014035917635965,33.98216247558594,178143900.0,0.0,0,X
2018-07-01,33.73768699922282,38.03068483501233,33.102047925915,35.62504196166992,144329700.0,0.0,0,X
2018-08-01,35.78150266372898,35.79128006102554,27.782248728545547,29.024187088012695,210621600.0,0.0,0,X
2018-09-01,28.336126267901207,30.275480448590848,27.317474454895752,29.854307174682617,115479500.0,0.0,0,X
2018-10-01,30.265685231903987,30.275480176348037,24.330085277018224,25.985393524169922,184316600.0,0.0,0,X
2018-11-01,26.396771554686,29.227445080552393,21.50920455523999,22.586624145507812,163182400.0,0.0,0,X
2018-12-01,23.59650031235732,23.763294781406174,16.767742483638216,17.89605712890625,159801300.0,0.0,0,X
2019-01-01,17.45454343755219,22.428940590305928,17.30737041819235,22.114974975585938,228134600.0,0.0,0,X
2019-02-01,21.89912178910597,24.27348904381055,21.104396108267526,21.987424850463867,184136500.0,0.0,0,X
2019-03-01,22.173905991102817,22.547569327953745,18.44711731895019,19.164941787719727,179641100.0,0.0,0,X
2019-04-01,19.617273619538626,20.187600274552583,15.221823310127977,15.339822769165039,227460200.0,0.0,0,X
2019-05-01,15.349650961304521,16.706634981106692,11.475363986499856,11.622861862182617,342920000.0,0.0,0,X
2019-06-01,11.689355091370517,15.467433375497063,11.689355091370517,15.102449417114258,245256700.0,0.0,0,X
2019-07-01,15.388516754084531,15.684449008753095,13.001323753552905,14.82624340057373,231233400.0,0.0,0,X
2019-08-01,14.619092717617162,14.905161301809878,10.022266048505177,10.919929504394531,278733900.0,0.0,0,X
2019-09-01,10.739018801320146,13.503028176252599,10.075260192932223,11.442404747009277,280522800.0,0.0,0,X
2019-10-01,11.501844582989166,12.542063305045337,9.837495572489484,11.402776718139648,432880900.0,0.0,0,X
2019-11-01,12.185418901051415,13.899302542830236,12.13588448968647,12.997779846191406,270391500.0,0.0,0,X
2019-12-01,13.204129731089939,14.437046204435548,11.0365849396958,11.344813346862793,301518500.0,0.0,0,X
2020-01-01,11.484013784393929,11.533728318605116,8.948582021882146,9.018181800842285,316225700.0,0.0,0,X
2020-02-01,9.048010922028505,9.823554417331394,7.367665575942082,7.974181175231934,272634200.0,0.0,0,X
2020-03-01,8.11203103805767,8.540028091459895,4.518849365292839,6.280603408813477,469996400.0,0.0,0,X
2020-04-01,6.081534950046134,8.151844124480458,5.822746006607046,7.644220352172852,321825800.0,0.0,0,X
